"IDENTIFIER","AU APPLICATION NUMBER","SERIAL NUMBER","PCT APPLICATION NUMBER","WIPO APPLICATION NUMBER","TITLE","TYPE","FILING DATE","EARLIEST PRIORITY DATE","STATUS","INVENTORS","APPLICANTS","AGENTS","FIRST IPC MARK"
"2021275632","2021275632","","PCT/IB2021/054308","WO2021/234592","Site-specific conjugation of glycosylated monoclonal antibodies with transglutaminase","STANDARD","2021-05-19","2020-05-20","FILED","DUDKIN, Vadim; GOLDBERG, Shalom; MCCAULEY, Michael J.; WILEY, Kristen; WISSNER, Rebecca","Janssen Biotech, Inc.","Spruson & Ferguson","C07K16/00"
"2021102681","2021102681","","","","A BACTERIAL EXPRESSION VECTOR FOR ENHANCED PROTEIN SECRETION","INNOVATION","2021-05-19","2019-02-15","GRANTED","LOKIREDDY, Sudarsanareddy","ONCOSIMIS BIOTECH PRIVATE LIMITED","Michael Buck IP","C12N15/70"
"2021274151","2021274151","","PCT/IB2021/054258","WO2021/234560","Compositions comprising a T cell redirection therapeutic and a VLA-4 adhesion pathway inhibitor","STANDARD","2021-05-18","2020-05-19","FILED","NAIR-GUPTA, Priyanka; GAUDET, Francois","Janssen Biotech, Inc.","Spruson & Ferguson","A61P35/02"
"2021271981","2021271981","","PCT/CN2021/093919","WO2021/228246","Micronuclei DNA from peripheral red blood cells and uses thereof","STANDARD","2021-05-14","2020-05-15","FILED","GAO, Xiaofei; SUN, Haobo; YAO, Xingyun; LI, Ying","Timing Biotech Technology Co. Ltd.","Spruson & Ferguson","C12Q1/6886"
"2021271315","2021271315","","PCT/IB2021/054111","WO2021/229499","Myristoyl derivatives of 9-amino-doxycycline for targeting cancer stem cells and preventing metastasis","STANDARD","2021-05-13","2020-05-13","FILED","LISANTI, Michael P.; SOTGIA, Federica; OZSVARI, Béla; KANGASMETSA, Jussi","Lunella Biotech, Inc.","Spruson & Ferguson","C07C237/26"
"2021269603","2021269603","","PCT/CN2021/093437","WO2021/228159","Bridged cyclic pyrimidinone compound, preparation method therefor, composition containing same and use thereof","STANDARD","2021-05-12","2020-05-13","FILED","GU, Zhenghua; WANG, Dongqin","Neusco Biotech Limited","Michael Buck IP","C07D471/18"
"2021282287","2021282287","","PCT/EP2021/062728","WO2021/239471","Cancer treatment strategies using arenavirus vectors","STANDARD","2021-05-12","2020-05-29","FILED","MATUSHANSKY, Igor; HWANG, Andy; KATCHAR, Kianoosh; EDWARDS, Donna; LAUTERBACH, Henning; SCHWENDINGER, Michael; ORLINGER, Klaus; SCHMIDT, Sarah; BERKA, Ursula; IACOBUCCI, Corinne; SCHLIENGER, Katia","HOOKIPA Biotech GmbH","FB Rice Pty Ltd","A61K39/12"
"2021102478","2021102478","","","","Liquid-state fermentation broth of Ganoderma lucidum to prepare a combination for amelioration, prevention or treatment of Alzheimer's disease or other relevant symptoms induced by Alzheimer's disease","INNOVATION","2021-05-11","2021-05-11","GRANTED","CHEN, Wei-Jen; LO, Hsin-I; WEI, Yu-Shan; CHU, Hui-Fang","Syngen Biotech Co., Ltd","A.P.T. Patent and Trade Mark Attorneys","A61K36/074"
"2021272291","2021272291","","PCT/EP2021/062364","WO2021/228783","Methods for treating multiple myeloma","STANDARD","2021-05-10","2020-05-11","FILED","ADAMS, Homer; GOLDBERG, Jenna; BANERJEE, Arnob; STEPHENSON, Tara; VERONA, Raluca; GIRGIS, Suzette; LIN, Shun xin Wang","Janssen Biotech, Inc.","Spruson & Ferguson","A61P35/00"
"2021202895","2021202895","","","","Anti-CD38 antibodies for treatment of light chain amyloidosis and other CD38-positive hematological malignancies","STANDARD","2021-05-07","2015-05-20","GRANTED","Doshi, Parul; Sasser, Amy; Chaulagain, Chakra; Comenzo, Raymond; Ma, Xun","Janssen Biotech, Inc.; Tufts Medical Center, Inc.","Spruson & Ferguson","A61P37/06"
"2021269090","2021269090","","PCT/EP2021/061919","WO2021/224356","New compositions and methods of treating COVID-19 disease","STANDARD","2021-05-05","2020-05-07","FILED","BERGER, Patrick; DUPIN, Isabelle; PREVEL, Renaud; JAMES, Chloé; GIRODET, Pierre-Olivier; BISMUTH, Keren; RATTENBACH, Revital; BRETON, Jérôme; TROTTEIN, Francois; SENCIO, Valentin","4Living Biotech; Centre Hospitalier de Bordeaux; Centre National de la Recherche Scientifique; Institut National de la Sante et de la Recherche Medicale - Inserm; Institut Pasteur de Lille; Universite de Bordeaux; Université de Lille","FPA Patent Attorneys Pty Ltd","A61K31/395"
"2021269222","2021269222","","PCT/IB2021/053799","WO2021/224823","Methods of treating Crohn's disease with anti-IL23 specific antibody","STANDARD","2021-05-05","2020-05-05","FILED","ADEDOKUN, Omoniyi; CHAN, Daphne; CHEN, Yang; SZAPARY, Philippe","Janssen Biotech, Inc.","Spruson & Ferguson","A61K39/395"
"2021102354","2021102354","","","","Fermented dragon fruit powder for improving enteritis and preventing colorectal cancer and preparation method thereof","INNOVATION","2021-05-04","2021-05-04","GRANTED","Chen, Wei-Jen; Chen, Miaw-Ling; Tsai, Yu-Lun; Shen, Siou-Ru","Syngen Biotech Co., Ltd.","LAMINAR IP PTY LTD","A61K36/33"
"2021262526","2021262526","","PCT/ES2021/070292","WO2021/219917","Methods for quantification of amyloid beta peptides in plasma by mass spectrometry","STANDARD","2021-04-29","2020-04-29","FILED","ALLUE BLASCO, Jose Antonio; SARASA CORONAS, Maria Leticia","Araclon Biotech, S.L.","PHILLIPS ORMONDE FITZPATRICK","G01N33/68"
"2021264554","2021264554","","PCT/US2021/029840","WO2021/222534","Compounds and methods for prevention and treatment of coronavirus infections","STANDARD","2021-04-29","2020-05-01","FILED","WU, Yeh B.; LO, Jir-Mehng; HUANG, Cheng; LIANG, Hui-Ju; LIN, Pei-Hsin; CHIANG, Hao; CHIOU, Wei-Chung","Arjil Biotech Holding Company Limited","PHILLIPS ORMONDE FITZPATRICK","A61K31/357"
"2021202612","2021202612","","","","Inhibition of platelet aggregation using anti-human GPVI antibodies","STANDARD","2021-04-28","2017-02-03","GRANTED","Billiald, Philippe; Jandrot-Perrus, Martine; Avenard, Gilles","Acticor Biotech; INSERM (Institut National de la Santé et de la Recherche Médicale); Université Paris XIII; Université Paris-Saclay; université Paris Cité","FPA Patent Attorneys Pty Ltd","C07K16/28"
"2021265994","2021265994","","PCT/CN2021/090718","WO2021/219040","Histone deacetylase inhibitors for immunomodulation in tumor microenvironment","STANDARD","2021-04-28","2020-04-30","GRANTED","CHEN, Jia-Shiong; YANG, Mu-Hsuan; WU, Yi-Hong; CHU, Sz-Hao; CHOU, Cheng-Han; CHAO, Ye-Su; CHEN, Chia-Nan","Great Novel Therapeutics Biotech & Medicals Corporation","AJ PARK","A61K31/506"
"2021202541","2021202541","","","","CMV vaccines","STANDARD","2021-04-26","2013-12-03","LAPSED","Orlinger, Klaus; Lingnau, Karen; Monath, Thomas; Guirakhoo, Farshad; Fuhrmann, Gerhard; Cohen, Katherine; Baumgartl-Strasser, Vera; Aspock, Andreas; Kainer, Manuela; Brim, Bernhard; Kiefmann, Bettina; Watson, Elizabeth; Aistleithner, Mario; Bayer, Katharina; Muhlbacher, Elsa","HOOKIPA Biotech GmbH","Spruson & Ferguson","C12N15/86"
"2021263136","2021263136","","PCT/IB2021/053429","WO2021/220140","Materials and methods for treating juvenile idiopathic arthritis","STANDARD","2021-04-26","2020-04-27","FILED","BENSLEY, Karen; CLARK, Michael; LEU, Jocelyn; XU, Zhenhua","Janssen Biotech, Inc.","Spruson & Ferguson","C07K16/24"
"2021202527","2021202527","","","","METHOD FOR PREPARING NATURAL DELTA-DECALACTONE AND DELTA-DODECALACTONE BY BIOREDUCTION OF MASSOIA OIL","STANDARD","2021-04-23","2020-04-24","FILED","ZENG, Shichao; ZHAO, Xiaolan; XIAO, Chunyan; LIN, Xiaohui; XING, Chenguang; LIU, Gang; ZHAO, Xijing","XIAMEN OAMIC BIOTECHNOLOGY CO., LTD","Oxygene IP","C12P7/62"
"2021202467","2021202467","","","","Bridge Linkers for Conjugation of Cell-Binding Molecules","STANDARD","2021-04-22","2015-07-12","GRANTED","ZHAO, Robert Yongxin","Hangzhou DAC Biotech Co., Ltd","FB Rice Pty Ltd","C07C243/28"
"2021901178","2021901178","","","","FORMULATIONS COMPRISING BOTANICAL EXTRACTS","PROVISIONAL","2021-04-21","","LAPSED","Not Given","Apex Biotech Research Pty Ltd","Davies Collison Cave Pty Ltd",""
"2021259580","2021259580","","PCT/US2021/028335","WO2021/216665","Collagen 1 translation inhibitors and methods of use thereof","STANDARD","2021-04-21","2020-04-22","FILED","SHEPPARD, David William; TIERNEY, Jason Paul; MANDABI, Aviad; SCHMIDT, Wolfgang; LEVANTO, Stefano; HAMBLIN, Julie Nicole; BULL, Richard James; ALROY, Iris; MANSOUR, Wissam; KLEPFISH, Moty; WANG, Yaode; LI, Haitang; PENROSE, Stephen David","Anima Biotech Inc.","Griffith Hack","C07D401/14"
"2021261060","2021261060","","PCT/CA2021/050544","WO2021/212222","Compositions and methods for treatment of Acute Respiratory Distress Syndrome","STANDARD","2021-04-20","2020-04-20","FILED","BROOKS, Michael John; GORDON, Blair Richard George; NIJHAWAN, Pardeep","Edesa Biotech Research Inc.","RnB IP Pty Ltd","A61K39/395"
"2021202394","2021202394","","","","Bispecific EGFR/c-Met antibodies","STANDARD","2021-04-20","2012-11-21","GRANTED","Chiu, Mark; Moores, Sheri; Neijssen, Joost; Schuurman, Janine; Parren, Paul","Janssen Biotech, Inc.","Spruson & Ferguson","C07K16/00"
"2021257453","2021257453","","PCT/US2021/027614","WO2021/211927","Treatment of hidradenitis suppurativa","STANDARD","2021-04-16","2020-04-16","FILED","ZHUANG, Yanli; SRIVASTAVA, Bhaskar; KEEFE, Karen; PARATKAR, Swaroopa; RANDAZZO, Bruce; MUNOZ, Ernesto; SIMARD, John","Janssen Biotech, Inc.","Spruson & Ferguson","A61P17/00"
"2021255704","2021255704","","PCT/US2021/027666","WO2021/211956","Biosynthetic glycoprotein populations","STANDARD","2021-04-16","2020-04-17","FILED","GANESAN, Rajkumar; ZWOLAK, Adam; HO, Jason; OBERMAJER, Natasa; DIEM, Michael; SINGH, Sanjaya; VENKATARAMANI, Sathyadevi; MCDEVITT, Theresa; SHEN, Fei","Janssen Biotech, Inc.","Spruson & Ferguson","C07K16/00"
"2021255126","2021255126","","PCT/IB2021/053127","WO2021/209953","Systems, materials, and methods for reversed-phase high performance liquid chromatography (RP-HPLC) for monitoring formation of multi-specific molecules","STANDARD","2021-04-15","2020-04-16","FILED","MARTOSELLA, James; FELICIANO-CARDONA, Jessika S.; ELOVE, Gulnur","Janssen Biotech, Inc.","Spruson & Ferguson","C07K16/46"
"2021256223","2021256223","","PCT/CN2021/087513","WO2021/209007","Antibody-drug conjugate","STANDARD","2021-04-15","2020-04-15","GRANTED","WU, Dechun; LIU, Shumin; YIN, Shuqiang; WEN, Yu","Shenzhen Enduring Biotech, Ltd.","FB Rice Pty Ltd","A61K47/00"
"2021440222","2021440222","","PCT/CN2021/087167","WO2022/217492","FLOWABLE HEMOSTATIC PASTE","STANDARD","2021-04-14","2021-04-14","FILED","CHEN, Shuang; XIE, Tingwan; WANG, Yalin; LI, Yufu","ETHICON, INC.; GUANGZHOU BIOSEAL BIOTECH CO., LTD.","Spruson & Ferguson","A61L26/00"
"2021257662","2021257662","","PCT/IB2021/053035","WO2021/209893","Pharmaceutical composition for oral administration comprising aminopyrimidine derivative or pharmaceutically acceptable salt, hydrate, or solvate thereof","STANDARD","2021-04-13","2020-04-14","FILED","MAXIMILIEN, Jacqueline; RAJAN, Gopal","Janssen Biotech, Inc.","Spruson & Ferguson","A61K9/20"
"2021256108","2021256108","","PCT/IB2021/052996","WO2021/209879","Injection training device and method for using same","STANDARD","2021-04-12","2020-04-16","FILED","VESOLE, Steven; MACH, Hung; BROWN, Keith","Janssen Biotech, Inc.","Spruson & Ferguson","G09B23/28"
"2021253677","2021253677","","PCT/EP2021/059307","WO2021/205001","Peptides and uses thereof","STANDARD","2021-04-09","2020-04-10","FILED","LOTTI, Roberta; PALAZZO, Elisabetta; QUADRI, Marika; MARCONI, Alessandra; PINCELLI, Carlo; TRAVERSA, Silvio","Sintica Biotech Società A Responsabilità Limitata Semplificata","FB Rice Pty Ltd","C07K14/48"
"2021253751","2021253751","","PCT/US2021/026524","WO2021/207572","Medical devices for repairing perforations in tissue, methods of manufacturing medical devices, and methods of implanting a medical device","STANDARD","2021-04-09","2020-04-10","ACCEPTED","DE POIX, Alex","C2Dx, Inc.","Madderns Pty Ltd","A61F2/18"
"2021253641","2021253641","","PCT/EP2021/059117","WO2021/204911","Neoepitope immunotherapy with APC targeting unit","STANDARD","2021-04-07","2020-04-07","FILED","RØNØ, Birgitte; CALVO, Marina Barrio; SØRENSEN, Anders Bundgård; THYGESEN, Christian; KRINGELUM, Jens; FRIIS, Stine","Evaxion Biotech A/S","Pizzeys Patent and Trade Mark Attorneys Pty Ltd","C07K14/52"
"2021251486","2021251486","","PCT/IB2021/052890","WO2021/205359","Anti-PHF-TAU antibodies and uses thereof","STANDARD","2021-04-07","2020-04-08","FILED","VAN KOLEN, Kristof; MERCKEN, Marc; NANJUNDA, Rupesh; SINGH, Sanjaya; LA PORTE, Sherry; LUO, Jinquan; JAIPRASART, Pharavee; VENKATARAMANI, Sathyadevi; GANESAN, Rajkumar","Janssen Biotech, Inc.","Spruson & Ferguson","A61K39/00"
"2021202123","2021202123","","","","Triphenylphosphonium-derivative compounds for eradicating cancer stem cells","STANDARD","2021-04-07","2017-11-24","GRANTED","LISANTI, Michael P.,; SOTGIA, Federica,","Lunella Biotech, Inc.","Spruson & Ferguson","A61K31/22"
"2021252496","2021252496","","PCT/US2021/025542","WO2021/207020","Carriers for efficient nucleic acid delivery","STANDARD","2021-04-02","2020-04-06","FILED","TALUKDER, Poulami; CHAHAL, Jasdave; HUANG, Jin; RUPING, Karl","Tiba Biotech LLC","Spruson & Ferguson","A61K47/51"
"2021248595","2021248595","","PCT/US2021/024899","WO2021/202539","Microfluidic devices and methods of designing and using microfluidic devices","STANDARD","2021-03-30","2020-03-30","FILED","CIRIT, Murat","Javelin Biotech, Inc.","RnB IP Pty Ltd","C12M3/00"
"2021900932","2021900932","","","","Improvement to Methods and Devices for Animal Production","PROVISIONAL","2021-03-30","","LAPSED","LAY, Mark Christopher; HAYMAN, David Leslie; THOMAS, Hayden Peter; GLADDEN, Neil Richard","Ruminant Biotech Corp Limited","James & Wells Intellectual Property",""
"2021201904","2021201904","","","","Improved sweetener","STANDARD","2021-03-26","2020-04-15","FILED","Mitchell, Julian; Loussier, Thomas","Mycelium Biotech Assets Pty Ltd","Jones Tulloch","A23L27/30"
"2021244007","2021244007","","PCT/KR2021/003737","WO2021/194287","Novel cerium oxide nanocomposite and use thereof","STANDARD","2021-03-25","2020-03-26","FILED","LEE, Seung-Hoon; CHA, Bong Geun; KANG, Dong-Wan","Cenyx Biotech Inc.","FB Rice Pty Ltd","A61K9/14"
"2021201765","2021201765","","","","Hydrophilic Linkers for Conjugate","STANDARD","2021-03-22","2015-06-15","GRANTED","ZHAO, Robert Yongxin","Hangzhou DAC Biotech Co., Ltd","FB Rice Pty Ltd","C07F9/6558"
"2021245014","2021245014","","PCT/EP2021/057046","WO2021/191062","Process for the preparation of (R)-4-(1-(6-(4-(trifluoromethyl)benzyl)-6-azaspiro(2.5)octane-5-carboxamido)-cyclopropyl) benzoic acid or a salt thereof","STANDARD","2021-03-19","2020-03-27","FILED","ROVATI, Lucio Claudio; ARTUSI, Roberto; MAGARACI, Filippo; BUZZI, Benedetta","Rottapharm Biotech S.r.l.","Spruson & Ferguson","C07D221/20"
"2021239927","2021239927","","PCT/US2021/022622","WO2021/188586","Method of treating viral infections with hexose type monosaccharides and analogs thereof","STANDARD","2021-03-16","2020-03-16","FILED","PRIEBE, Waldemar; FOKT, Izabela; ZIELINSKI, Rafal; SKORA, Stanislaw; PICKER, Donald; KLEMP, Walter","Board of Regents, The University of Texas System; Moleculin Biotech, Inc.","FOUNDRY INTELLECTUAL PROPERTY PTY LTD","A61K31/70"
"2021235564","2021235564","","PCT/IB2021/052121","WO2021/181366","Materials and methods for binding Siglec-3/CD33","STANDARD","2021-03-15","2020-03-13","FILED","DOONAN, Patrick John; GANESAN, Rajkumar; DEREBE, Mehabaw Getahun; VENKATARAMANI, Sathyadevi; SINGH, Sanjaya; GREWAL, Iqbal S.; WIEHAGEN, Karla R.","Janssen Biotech, Inc.","Spruson & Ferguson","A61K39/00"
"2021235562","2021235562","","PCT/IB2021/052080","WO2021/181356","Antimicrobial protein and related use in agriculture","STANDARD","2021-03-12","2020-03-13","FILED","PAPARELLA, Alessandro; CAPPELLARO, Marco; FIORE, Enrico","Delphinus Biotech S.r.l.","A.P.T. Patent and Trade Mark Attorneys","A01N63/50"
"2021234327","2021234327","","PCT/US2021/022049","WO2021/183845","Materials and methods for modulating delta chain mediated immunity","STANDARD","2021-03-12","2020-03-13","FILED","GANESAN, Rajkumar; GREWAL, Iqbal, S.; SINGH, Sanjaya","Janssen Biotech, Inc.","Spruson & Ferguson","C07K16/28"
"2021235432","2021235432","","PCT/IB2021/052079","WO2021/181355","Antimicrobial protein and relative uses","STANDARD","2021-03-12","2020-03-13","FILED","PAPARELLA, Alessandro; CAPPELLARO, Marco; FIORE, Enrico","Delphinus Biotech S.r.l.","A.P.T. Patent and Trade Mark Attorneys","C07K14/415"
"2021233540","2021233540","","PCT/IB2021/052077","WO2021/181353","Antimicrobial protein for use in the medical field","STANDARD","2021-03-12","2020-03-13","FILED","PAPARELLA, Alessandro; CAPPELLARO, Marco; FIORE, Enrico","Delphinus Biotech S.r.l.","A.P.T. Patent and Trade Mark Attorneys","C07K14/415"
"2021234324","2021234324","","PCT/US2021/022009","WO2021/183830","Methods for treating fibrosis using PKM2 activators","STANDARD","2021-03-11","2020-03-11","FILED","LIU, Zhi-Ren; SATYANARAYANA, Ganesh","Proda Biotech L.L.C.","Michael Buck IP","A61K31/10"
"2021900687","2021900687","","","","Methods for Purifying T Cells","PROVISIONAL","2021-03-10","","LAPSED","Not Given","Carina Biotech Pty Ltd","Phillips Ormonde Fitzpatrick",""
"2021285330","2021285330","","PCT/CN2021/079568","WO2021/244089","SARS-CoV-2 spike protein binding molecule and application thereof","STANDARD","2021-03-08","2020-06-02","ACCEPTED","ZHANG, Junfang","Shenzhen Immunotherapy Biotech Co., Ltd.","James & Wells Intellectual Property","C07K16/10"
"2021229611","2021229611","","PCT/EP2021/055337","WO2021/175924","Tasquinimod or a pharmaceutically acceptable salt thereof for use in combination therapy","STANDARD","2021-03-03","2020-03-03","FILED","NEFEDOVA, Yuliya; TÖRNGREN, Marie; ERIKSSON, Helena; GABRILOVICH, Dmitry; SCHMIDLIN, Fabien","Active Biotech AB; The Wistar Institute of Anatomy and Biology","Davies Collison Cave Pty Ltd","A61K31/00"
"2021232141","2021232141","","PCT/IB2021/051779","WO2021/176373","ꝩδ T cells and uses thereof","STANDARD","2021-03-03","2020-03-03","FILED","GANESAN, Rajkumar; GREWAL, Iqbal S.; SINGH, Sanjaya","Janssen Biotech, Inc.","Spruson & Ferguson","C12N5/0783"
"2021232369","2021232369","","PCT/CN2021/078395","WO2021/175175","Pharmaceutical formulation comprising bevacizumab","STANDARD","2021-03-01","2020-03-04","FILED","LIU, Mujun; FANG, Yuan; HAN, Dongmei","Shanghai Henlius Biotech, Inc.","Churchill Attorneys","A61K39/395"
"2021228078","2021228078","","PCT/CN2021/078055","WO2021/170071","Anti-CD137 constructs, multispecific antibody and uses thereof","STANDARD","2021-02-26","2020-02-28","FILED","XUE, Jie; JIANG, Wei-Dong; XU, Wenfeng; FENG, Weijun","Shanghai Henlius Biotech, Inc.","Churchill Attorneys","C07K16/46"
"2021225978","2021225978","","PCT/CN2021/078203","WO2021/170100","Antibodies and chimeric antigen receptors targeting glypican-3 (GPC3) and methods of use thereof","STANDARD","2021-02-26","2020-02-27","FILED","FAN, Xiaohu; MAO, Jie; ZHUANG, Qiuchuan; WANG, Ruixue","Legend Biotech Ireland Limited","FB Rice Pty Ltd","C12N15/09"
"2021225920","2021225920","","PCT/CN2021/078047","WO2021/170067","Anti-CD137 construct and use thereof","STANDARD","2021-02-26","2020-02-28","FILED","XUE, Jie; JIANG, Wei-Dong; XU, Wenfeng","Shanghai Henlius Biotech, Inc.","Churchill Attorneys","C07K16/28"
"2021228077","2021228077","","PCT/CN2021/078051","WO2021/170068","Anti-CD137 constructs, multispecific antibody and uses thereof","STANDARD","2021-02-26","2020-02-28","FILED","XUE, Jie; JIANG, Wei-Dong; XU, Wenfeng; FENG, Weijun","Shanghai Henlius Biotech, Inc.","Churchill Attorneys","C07K16/46"
"2021225870","2021225870","","PCT/US2021/019766","WO2021/173896","Materials and methods for modulating an immune response","STANDARD","2021-02-26","2020-02-27","FILED","GANESAN, Rajkumar; GREWAL, Iqbal S.; SINGH, Sanjaya","Janssen Biotech, Inc.","Spruson & Ferguson","A61K39/395"
"2021225890","2021225890","","PCT/CN2021/077580","WO2021/169977","Novel chimeric antigen receptor and use thereof","STANDARD","2021-02-24","2020-02-28","FILED","ZHOU, Yali; WU, Changshun; JIANG, Xiaoyan; CHEN, Gong","BIOHENG THERAPEUTICS LIMITED","FPA Patent Attorneys Pty Ltd","C07K19/00"
"2021228008","2021228008","","PCT/CN2021/077010","WO2021/169861","Use of nucleoside compound in treatment of coronavirus infectious diseases","STANDARD","2021-02-20","2020-02-27","ACCEPTED","CHANG, Junbiao; DU, Jinfa; JIANG, Jiandong; LI, Yuhuan","Henan Genuine Biotech Co., Ltd.","Michael Buck IP","A61K31/34"
"2021200998","2021200998","","","","Molecules disrupting pyruvate kinase M2 and integrin interaction and uses thereof","STANDARD","2021-02-16","2015-02-26","LAPSED","LIU, Zhi-ren; LI, Liangeiwei; ZHANG, Yinwei","Proda Biotech LLC","FPA Patent Attorneys Pty Ltd","C07K14/515"
"2021220009","2021220009","","PCT/IB2021/051203","WO2021/161262","Treatment of patients having c-Met exon 14 skipping mutations","STANDARD","2021-02-12","2020-02-12","FILED","KNOBLAUCH, Roland; MOORES, Sheri; LAQUERRE, Sylvie","Janssen Biotech, Inc.","Spruson & Ferguson","A61K31/5377"
"2021220007","2021220007","","PCT/IB2021/051184","WO2021/161244","Neoantigens expressed in ovarian cancer and their uses","STANDARD","2021-02-12","2020-02-14","FILED","BHARGAVA, Vipul; KRISHNA, Vinod; POCALYKO, David J.; SAFABAKHSH, Pegah; SEPULVEDA, Manuel Alejandro","Janssen Biotech, Inc.","Spruson & Ferguson","A61K39/00"
"2021200941","2021200941","","","","Differentiation of human embryonic stem cells into pancreatic endocrine cells using HB9 regulators","STANDARD","2021-02-12","2012-12-31","GRANTED","Rezania, Alireza","Janssen Biotech, Inc.","RnB IP Pty Ltd","C12N5/071"
"2021220348","2021220348","","PCT/IB2021/051185","WO2021/161245","Neoantigens expressed in multiple myeloma and their uses","STANDARD","2021-02-12","2020-02-14","FILED","BHARGAVA, Vipul; KRISHNA, Vinod; PATEL, Jaymala; POCALYKO, David J.; RAJPUROHIT, Yashoda Rani; SAFABAKHSH, Pegah; SEPULVEDA, Manuel Alejandro","Janssen Biotech, Inc.","Spruson & Ferguson","A61K39/00"
"2021218265","2021218265","","PCT/IB2021/051215","WO2021/161270","Safe and effective method of treating ulcerative colitis with anti-IL-12/IL23 antibody","STANDARD","2021-02-12","2020-02-14","FILED","JOHANNS, Jewel; LI, Katherine; MARANO, Colleen; STRAUSS, Richard; ZHANG, Hongyan; O'BRIEN, Christopher; ADEDOKUN, Omoniyi; SHIELDS-TUTTLE, Kimberly","Janssen Biotech, Inc.","Davies Collison Cave Pty Ltd","C07K16/24"
"2021100838","2021100838","","","","Sample Solution Tube and Detection Device","INNOVATION","2021-02-10","2020-07-07","GRANTED","FANG, Wenjie; PAN, Weihua; LIAO, Wanqing; Zhao, Qingjie; ZHANG, Lei; CHEN, Juan; LI, Xiaoping; JV, Hongwei","Shanghai Changzheng hospital","Wrays Pty Ltd","B01L3/00"
"2021100840","2021100840","","","","Gene Amplification Tube and Test Cassette","INNOVATION","2021-02-10","2020-07-07","GRANTED","PAN, Weihua; FANG, Wenjie; LIAO, Wanqing; Zhao, Qingjie; ZHANG, Lei; CHEN, Juan; LI, Xiaoping; JV, Hongwei","Shanghai Changzheng hospital","Wrays Pty Ltd","B01L3/14"
"2021200765","2021200765","","","","Endostatin fragments and variants for use in treating fibrosis","STANDARD","2021-02-05","2015-06-05","GRANTED","FEGHALI-BOSTWICK, Carol; RYAN, Terence E.; PADGETT, Hal S.; MCGEE, Matthew","MUSC Foundation for Research Development; NOVICI BIOTECH LLC; iBio, Inc.","Griffith Hack","C07K14/78"
"2021216714","2021216714","","PCT/IB2021/050908","WO2021/156787","Heterocyclic compounds as dihydroorotate dehydrogenase inhibitors","STANDARD","2021-02-04","2020-02-04","FILED","KUDUK, Scott; ZHANG, Xuqing","Janssen Biotech, Inc.","Spruson & Ferguson","A61P29/00"
"2021285226","2021285226","","PCT/CN2020/120614","WO2021/243919","Antibodies binding LAG3 and uses thereof","STANDARD","2021-02-04","2020-06-05","FILED","HU, Wenqi; LI, Jiangmei; LI, Feng","Beijing Mabworks Biotech Co., Ltd.","Davies Collison Cave Pty Ltd","C07K16/28"
"2021200680","2021200680","","","","DEVICE AND METHOD FOR DISTINGUISHING SMOKING E-CIGARETTE FROM SMOKING CIGARETTE","STANDARD","2021-02-03","2020-02-13","FILED","SHEN, Lili; FENG, Haiying; FANG, Jianqiu","Zhejiang Orient Gene Biotech Co.,Ltd","Baxter Patent Attorneys Pty Ltd","G01N33/52"
"2021215858","2021215858","","PCT/US2021/016375","WO2021/158632","Formulations of docetaxel","STANDARD","2021-02-03","2020-02-04","GRANTED","SUN, Qun","Zhuhai Beihai Biotech Co., Ltd.","Davies Collison Cave Pty Ltd","A61K31/337"
"2021215426","2021215426","","PCT/CN2021/074485","WO2021/155766","Polymorph of EP4 receptor antagonist, preparation method therefor and use thereof","STANDARD","2021-01-29","2020-02-05","GRANTED","ZHANG, Hankun; YANG, Junjie; LIU, Mingyao; ZHOU, Wenbo; PENG, Shihong; CHEN, Huang; LU, Jian","Shanghai Yuyao Biotech Ltd.","FPA Patent Attorneys Pty Ltd","C07D495/04"
"2021200562","2021200562","","","","Conjugation Linkers, Cell Binding Molecule-Drug Conjugates Containing the linkers, methods of making and uses such conjugates with the linkers","STANDARD","2021-01-29","2016-11-14","GRANTED","ZHAO, Yongxin Robert; YANG, Qingliang; HUANG, Yuanyuan; GAI, Shun; YE, Hangbo; ZHAO, Linyao; YANG, Chengyu; GUO, Huihui; ZHOU, Xiaomai; XIE, Hongsheng; ZHU, Haifeng; XU, Yifang; TONG, Qianqian; JIA, Junxiang; CAO, Minjun; LI, Wenjun; GAO, Shuihong; GUO, Zhixiang; BAI, Lu; LI, Chen; YANG, Yanlei; WANG, Chunyan; YE, Zhichang","Hangzhou DAC Biotech Co., Ltd","FB Rice Pty Ltd","C07K14/00"
"2021214148","2021214148","","PCT/US2021/015353","WO2021/154902","Collagen 1 translation inhibitors and methods of use thereof","STANDARD","2021-01-28","2020-01-30","FILED","SHEPPARD, David William; TIERNEY, Jason Paul; SCHMIDT, Wolfgang; ESMIEU, William Rameshchandra Krishna; HAMBLIN, Julie Nicole; BULL, Richard James; ALROY, Iris; MANSOUR, Wissam; KLEPFISH, Moty; MANDABI, Aviad","Anima Biotech Inc.","Griffith Hack","C07D209/14"
"2021204293","2021204293","","PCT/CN2021/073682","","Eyedrop applicable to limbal stem cell deficiency and preparation","STANDARD","2021-01-26","2020-06-03","CONVERTED","CAO, Qilong; WANG, Fei; LI, Hui; DI, Guohu","Qingdao Haier Biotech Co.Ltd","Spruson & Ferguson",""
