Category,Companies,Description,Website1,Location,Contact 1,Contact 2,,,,
Clinical trials of Advanced Medicines,Pfizer ,,,Sydney,,Louise Graham,,,,
Clinical trials of Advanced Medicines,Biogen Inc,,,,,,,,,
Clinical trials of Advanced Medicines,Atara Biotherapeutics,,https://www.atarabio.com/,,,,,,,
Clinical trials of Advanced Medicines,NKarta Therapeutics,,https://www.nkartatx.com/,,,,,,,
Clinical trials of Advanced Medicines,Celgene Corp,,,,,,,,,
Clinical trials of Advanced Medicines,Roche,,https://www.roche-australia.com/,Melbourne,,Caroline Ryan,,,,
Clinical trials of Advanced Medicines,Cynata Therapeutics Ltd,,,,,,,,,
Clinical trials of Advanced Medicines,BioMarin Pharmaceutical Inc.,,,,,,,,,
Clinical trials of Advanced Medicines,GlaxoSmithKline,,,,,,,,,
non TGA autologous MSC transplant,Clinical Stem Cells,,www.clinicalstemcells.com,,,,,,,
non TGA autologous MSC transplant,Magellan,physician exemption for minimal manipulation,www.magellanstemcells.com.au,,,,,,,
Research facilities,Australian Regenerative Medicine Institute,,https://www.armi.org.au/,Melbourne,,Peter Currie,,,,
Research facilities,Centenary Institute (Gene and Stem Cell Therapy Program),,,Sydney,,John Rasko,,,,
Research facilities,Centre for Eye Research Australia,,,Melbourne,,Keith Martin,,,,
Research facilities,Children�s Medical Research Institute (CMRI),,,Sydney,,Anai Gonzalez Cordero,,,,
Research facilities,Curtin University,,,Perth,,,,,,
Research facilities,Edith Cowan University,,,Perth,,,,,,
Research facilities,Florey Institute of Neuroscience,,,Melbourne,,Clare Parish,,,,
Research facilities,Garvan Institute,,,Sydney,,,,,,
Research facilities,Harry Perkins Research institute,,,Perth,,,,,,
Research facilities,Hudson Institute of Medical Research,b thalassemia gene therapy,"Alan Trounson, Jim Vadolas ",Melbourne,,Alan Trounson,,,,
Research facilities,Lions Eye Institute,,,Perth,,,,,,
Research facilities,Macquarie Uni,gene therapy ALS/MND/LGD/AD/dementia/dravet syndrome,,Sydney,,,,,,
Research facilities,Mater Research Institute,"CAR T cells in relapsed/refractory lymphoma, virus specific T cells",Maher Gandhi,Brisbane,,Maher Gandhi,,,,
Research facilities,Monash University,"clinical quality registers, T-regs for lupus, iPSC derived CAR T, mitochondrial transfer","Rasa Ruseckaite, Josh Ooi, Alan Trounson, John Carroll",Melbourne,,Alan Trounson,,,,
Research facilities,Monash RNA,,https://www.monash.edu/mrna,Melbourne,,,,,,
Research facilities,Murdoch Children�s Research Institute (MCRI),,,Melbourne,,,,,,
Research facilities,Murdoch University,,,Perth,,,,,,
Research facilities,"QIMR Berghofer Medical Research Institute, Q-Gen",,Siok Tey,Brisbane,,Siok Tey,,,,
Research facilities,Queensland Immunology Research Centre,,,Brisbane,,,,,,
Research facilities,Queensland University of Technology,,,Brisbane,,,,,,
Research facilities,Save Sight Institute,,,Sydney,,,,,,
Research facilities,St Vincent's Institute,"pluripotent derived MSC (Cynata) MRFF, Univ of Arizona (devices)",,Melbourne,,Thomas Loudovaris,,,,
Research facilities,Telethon Kids Institute,,,Perth,,,,,,
Research facilities,Translational Research Facility of the Monash Health Translation Precinct,,,Melbourne,,,,,,
Research facilities,University of Adelaide,,Sean McColl/Carina,Adelaide,,Shaun McColl,,,,
Research facilities,University of Melbourne,,"Christine Wells, Alice Pebay",Melbourne,,Alice Pebay,,,,
Research facilities,University of Queensland,"brain imaging, National biologics facility ",David Reutens,Brisbane,,,,,,
Research facilities,University of Sydney,,,Sydney,,,,,,
Research facilities, University of Western Australia,,,Perth,,,,,,
Research facilities,University of Wollongong,,,Wollongong,,Jeremy Crook,,,,
Research facilities,UNSW,"bioreactor, corneal cell therapy","Rob Nordon, Nick Di Girolamo",Sydney,,,,,,
Research facilities,UNSW RNA institute,manufacture for preclinical,https://www.rna.unsw.edu.au/accelerator,Sydney,,Pall (Palli) Thordarson,,,,
Research facilities,Westmead Institute for Medical Research,Cell based immunotherapy for post transplant tolerance,David Gottlieb ,Sydney,,David Gottlieb,,,,
Research facilities,UTS,,,Sydney,,,,,,
Other RM product developers,Avita Medical,point of care skin processing for transplant,https://avitamedical.com/,Perth,,,,,,
Other RM product developers,Osteopore,bioresorbable implant,https://www.osteopore.com/,Perth,,,,,,
Other RM product developers,Anatomics Pty Ltd,,https://www.anatomics.com/,,,,,,,
Other RM product developers,Admedus Ltd,,shut down?,,,,,,,
Other RM product developers,Inventia lifescience ,3D printed tissue,https://inventia.life/,Sydney,,,,,,
Other RM product developers,Polynovo Ltd,biocompatible polymers - dermal tissue ,https://au.polynovo.com/,Melbourne,,,,,,
Other RM product developers,ReNerve,nerve repair sheaths,https://renerve.com.au/,,,,,,,
Supporting initiatives,Advanced Manufacturing Growth Centre,,https://www.amgc.org.au/,,,,,,,
Supporting initiatives,ARCS Australia Ltd.��,professional organisation focused on career long professional development for its members in the therapeutic goods sector.,https://www.arcs.com.au/,Sydney,,Tim Boyle,,,,
Supporting initiatives,ASSCR,To support stem cell research and encourage scientific exchange within our region,https://asscr.org/,,,Anai Gonzalez Cordero,,,,
Supporting initiatives,AusBiotech,industry body representing and advocating for organisations doing business in and with the global life sciences economy.,https://www.ausbiotech.org/,Melbourne,,Marguerite???? Evans?Galea,,,,
Supporting initiatives,Australasian Gene and Cell Therapy Society ,facilitate the growth and development of the field of gene and cell therapy in Australasia,https://agcts.org.au/,,,Leszek Lisowski,,,,
Supporting initiatives,Australasian Society for Biomaterials and Tissue Engineering ,"national focus for professionals who have interests in research, education, development and regulation of biomaterials, tissue engineering and medical devices.",https://www.asbte.org/,,,Mark Allenby,,,,
Supporting initiatives,Australia and New Zealand Transplant and Cellular Therapies Ltd (ANZTCT),"society consisting of clinicians, advanced trainees, scientists, medical graduates, nurses and pharmacists, involved in the clinical or laboratory management of patients undergoing blood or marrow stem cell transplantation or with an interest in the field of blood or marrow stem cell transplantation and cellular therapies research.",https://anztct.org.au/,,,,,,,
Supporting initiatives,Australian Organoid facility,,,,,,,,,
Supporting initiatives,BioCurate,grow the Victorian and Australian biotech sector by translating medical research outputs into high quality preclinical candidates for the bio-pharmaceutical industry. ,https://www.biocurate.com/,Melbourne,,,,,,
Supporting initiatives,Bioplatforms Australia,"omics technologies in support of all life science researchers working across human health, agriculture, biodiversity and industry.",https://bioplatforms.com/,Sydney,,,,,,
Supporting initiatives,BioProcessing Network,"association of scientists, engineers, students and others interested in fostering and advancing the knowledge and understanding of the technical aspects of the biotechnology industry.",https://www.bioprocessingnetwork.org.au/,,,,,,,
Supporting initiatives,Cell and Gene Therapy Catalyst,accelerate Australia�s cell and gene industry and ensure everyone in Australia has access to advanced therapeutics,https://www.ausbiotech.org/programs/australias-cell-and-gene-catalyst,Melbourne,,Marguerite???? Evans?Galea,,,,
Supporting initiatives,CCRM Australia,"accelerates regenerative medicine commercialisation by connecting stakeholders, providing funding, expertise, and access to cutting-edge process development and manufacturing facilities.",https://ccrmaustralia.com.au/,Melbourne,,Silvio Tiziani,,,,
Supporting initiatives,CSIRO,"scientific research organisations, dedicated to addressing Australia's most pressing challenges.",https://www.csiro.au/,Melbourne,,Susie Nilsson,,,,
Supporting initiatives,Foundation for the Accreditation of Cellular Therapies (FACT),Setting the global standard for high quality patient care in cellular therapies,https://factglobal.org/,,,Ngaire Elwood,,,,
Supporting initiatives,ISCT ANZ,translate cell & gene therapies into safe and effective treatments to improve patients' lives.,https://www.isctglobal.org/home,Perth,,Zlatibor Velickovic,,,,
Supporting initiatives,Jumar Bioincubator,connect early-stage and scaling biotech ventures with the support they need to progress discoveries towards real-world treatments and therapies.,https://www.jumarbio.com/,Melbourne,,Camille Shanahan,,,,
Supporting initiatives,Melbourne Academic Centre for Health,,https://machaustralia.org/,Melbourne,,Lauren Wallis,,,,
Supporting initiatives,Medicines Australia,Member organisation for research-based pharmaceutical industry of Australia,https://www.medicinesaustralia.com.au/,Canberra,,Anne-Maree Englund,,,,
Supporting initiatives,Monash Training Centre for mRNA,,https://www.monash.edu/mrna-workforce-training-centre/about,Melbourne,,Jennifer Short,,,,
Supporting initiatives,Monash Partners,,https://monashpartners.org.au/,Melbourne,,Angela Jones,,,,
Supporting initiatives,MTP Connect/ REDI ,Australia's Life Sciences Innovation Accelerator to support the medical products sector,https://www.mtpconnect.org.au/,Melbourne,,Jarrod Belcher,,,,
Supporting initiatives,NSW Stem Cell Network,professional community with an interest in the potential of stem cells to improve the human condition. ,https://www.stemcellnetwork.org.au/,Sydney,,Rachel Shparberg,,,,
Supporting initiatives,Pharmaceutical Society of Australia ,"Government-recognised peak national professional pharmacy organisation representing all of Australia�s 37,000+ pharmacists working in all sectors and across all locations.",https://www.psa.org.au/,,,,,,,
Supporting initiatives,PDA Australian chapter,"International community of scientists advancing pharmaceutical technology by connecting people, science and regulation.",https://www.pda.org/chapter-detail/asia-pacific-australia,,,Micheal Schafferius,,,,
Supporting initiatives,QCIF,bioinformatics and biostatistics support for life science and health researchers,https://www.qcif.edu.au/bioinformatics-and-biostatistics/,Brisbane,,,,,,
Supporting initiatives,Therapeutic Innovations Australia (TIA),invests in research infrastructure to enable seamless access to expertise and services vital to translate research discoveries into human health impacts. ,https://therapeuticinnovation.com.au/,Sydney,,Heather Donaghy,,,,
Supporting initiatives,Victorian Medtech Skills and Devices Hub (VMH),,https://vicmedtechhub.com.au/,Melbourne,,Andrea O'Connor,,,,
Cell and Tissue repositories,Australian Red Cross Lifeblood,,,Brisbane,,Rebecca Griffiths,,,,
Cell and Tissue repositories,BMDI Cord Blood Bank (AusCord),,,Melbourne,,Ngaire Elwood,,,,
Cell and Tissue repositories,Cellcare,,www.cellcare.com.au,,,,,,,
Cell and Tissue repositories,Cryosite Ltd,,www.cryosite.com,,,,,,,
Cell and Tissue repositories,NSW statewide biobank,,,Sydney,,Jenny Byrne,,,,
Cell and Tissue repositories,Queensland Cord Blood Bank (QCBB) - Mater (AusCord),,,Brisbane,,Philip Johnson,,,,
Cell and Tissue repositories,�Queensland Tissue Bank,,https://metrosouth.health.qld.gov.au/news/queensland-tissue-bank-now-the-largest-and-most-diverse-tissue-bank-in-australia,Brisbane,,,,,,
Cell and Tissue repositories,Sydney Cord Blood Bank (AusCord),,,Sydney,,Jessica Sue,,,,
Funding sources,Brandon Capital Partners Pty Ltd,,,,,,,,,
Funding sources,MRFF,,https://www.health.gov.au/our-work/medical-research-future-fund,,,,,,,
Funding sources,Bioscience Managers Pty Ltd,,https://biosciencemanagers.com/,,,,,,,
Funding sources,IP Group Pty Ltd,,https://www.ipgroupanz.com/,,,,,,,
Funding sources,TenMile,,,,,,,,,
Funding sources,OneVentures Pty Ltd,,https://one-ventures.com.au/,,,,,,,
Government representatives,VIC,,,,Secretary,Prof Euan Wallace,,,,
Government representatives,VIC,,,,health technology manager,Dr Filimon Haile,,,,
Government representatives,VIC,,,,A/Director of relevant section,Marianne Griffin,,,,
Government representatives,NSW,,Health and Medical Research,,Senior Medical Advisor,Laura Collie,,,,
Government representatives,NSW,,Health Infrastructure,,"Project Director, NSW VVMF Facility",Phillip King,,,,
Government representatives,VIC,,"Department of Jobs, Skills, Industry and Regions - Jobs Innovation and Business Engagement Group",,"Senior Policy Manager - Medical Technologies and Pharmaceuticals, Economic Development, Employment and Innovation",Phil Davies,,,,
Government representatives,WA,,"Dept of Jobs, Tourism, Science and Innovation",,"Director, Life Sciences",Gino Marinucci,,,,
Government representatives,WA,,"Office of Medical Research and Innovation (OMRI, Dept of Health) WA",,Director of Research (Formerly transformational bioinformatics at CSIRO),Vasan Seshadri,,,,
Government representatives,WA,,"Department of Jobs, Tourism, Science and Innovation WA",,Executive Director for Science and Innovation,Andrew Dolling,,,,
Government representatives,QLD,,"Department of State Development, Infrastructure, Local Government and Planning",,Executive Director,Denise Johnston,,,,
Government representatives,SA,,Invest SA,,"Director, Health and Medical Industries",Mark Wheeler,,,,
Government representatives,SA,,SA Health�,,Executive Director Health Services Programs and Funding�,Helen Chalmers�,,,,
Government representatives,SA,,SA Health,,"Executive Director, Quality, Information and Performance",Michele McKinnon,,,,
Government representatives,ACT,,Federal Department of Health and Aged Care,,Technology Assessment & Access,David Laffan,,,,
Government representatives,ACT,,"Department of Industry, Science, Energy and Resources",,"Deputy Secretary, Industry and Commercialisation",Julia Pickworth,,,,
